tweet_text
"b""Dropping Shami in WC SEMIS,Saini in yesterday's match against DC only a fool or Virat can do.#IPL2020 #IPL2020playoffs @imVkohli"""
"b""IPL 2020: Here's what skipper Virat Kohli said after Royal Challengers Bangalore reach playoffs  https://t.co/n6qoRPVKkR  #IPL2020  #ViratKohliRCB"""
"b'@bharath1 and I chat about #RCBvsDC match, which was a rather tepid affair, and also discuss #SRHvsMI clash. As the clich\xc3\xa9 goes, it should be a cracker of a contest --- provided they have not banned crackers even from the language. #IPL2020 https://t.co/NDv6sWIpy5 #BitsAndBanter'"
b'@KajariaCeramic Royal Challengers Bangalore Sunrisers Hyderabad Kolkata Knight Riders #PlayWithKajaria #IPL2020 #Kajaria #KajariaCeramics @KajariaCeramic  Join @VaishaliMaisur2  @KDivya18740584  @LuckyPicKpickaW  @Suanshu4  @racerme  @HetalWadhan'
b'#IPLOnMC \xf0\x9f\x8f\x8f #RCBvsDC: Royal Challengers Bangalore qualify for play-offs despite loss against Delhi Capitals  \xf0\x9f\x93\xb7 Click here for more: https://t.co/GDJuf6VmE5  #IPL2020 #RCB #DelhiCapitals https://t.co/c0kVqIGXSt'
"b'#IPL2020 #SRHvMI  @SunRisers face @mipaltan in must-win clash\xf0\x9f\x8f\x8f  If #SRH lose to #MI, @KKRiders will qualify in 4th place, below @RCBTweets in 3rd  If SRH win, they will qualify in 3rd place, #KKR will be out, and #RCB will qualify in 4th place  Preview \xe2\x9c\x8d\xef\xb8\x8f https://t.co/GNigUaFwoR https://t.co/hd8DYLjQ1D'"
b'@imVkohli @RCBTweets Best of luck for the playoff matches We are winning this season \xf0\x9f\x8f\x86 #EeSalaCupNamde  #WeAreChallengers  #playbold  #IPL2020  #iplplayoff  #KingKohli  #ViratKohliBirthdayCDP https://t.co/3BvYBzzwwi'
b'@imVkohli @RCBTweets Rcb needs to show more content in powerplay ..We have such a strong team yet we lack something in powerplay. Work on it guys You guys can Rock.Dont sit back @yuzi_chahal @joshphilippe2 @devdpd07 @imVkohli .We karnataka people have lot of faith in you.#RCB #LoveRCB #IPL2020'
"b'#IPL2020 #RCBvsDC  Devdutt Padikkal overtakes Shikhar Dhawan, Shreyas Iyer to shatter twin IPL records in debut season  READ: https://t.co/UtRmEhzgUQ https://t.co/jqcN4YOFxV'"
b'All the very best to pur home and favourate team @SunRisers play well in today\xe2\x80\x99s match #Srh #SRHvsMI #IPL2020 https://t.co/YOqRhL1x8S'
b'#MIvsSRH #SRH #KeepRising #Dream11 #MumbaiIndians #IPL2020 #sunrise #OneFamily #BCCI #Hyderabad #telangana #Andhaghaaram  Please support Hyderabad https://t.co/vXNdRvJon1'
"b""@RCBTweets @imVkohli You have posted this with pride .. Shame on you guys !! It's just a luck you are qualified this time.. Feeling shame to say we are RCB fans !  Royal Challengers Bangalore just don't show off ... Play well !!   #IPL2020  #RCBFansFrustration https://t.co/4kyL4T8zhJ"""
b'Amazon delivery business https://t.co/TKv6EdJl7r  #Amazon #jobs #business #career #careerpoint #businessideas #parttimejobs #entrepreneur #ipl #IPL2020 #RCBvsDC #BiggBossTamil4 #RamyaPandian #Shivani #Balaji #suji #BiggBossTamil #TamilNadu #Chennai #india #Singapore'
b'#IPL2020 TODAY CRICKET #MI Vs #SRH On 07:00pm/PST On GHAZI TV STAR GOLD RTA SPORTS WATAN 2 HD FOX CRICKET OSN CRICKET CHANNEL EYE SKY SPORTS 2 WILLOW TV HD STAR SPORTS 1 STAR SPORTS 2 FLOW SPORTS 2 BEIN SPORTS 13 CHANNEL 9 (BD) By Adil Dish Network'
"b'@IPL Though @RCBTweets qualified last night.. They have lost 4 matches in a row, they seriously need to think about it.. But hope everything will be fine from now, and they will do the nexts \xf0\x9f\xa4\x98  #DCvRCB #SRHvMI #IPL2020'"
"b""#Dream11IPL #IPL2020  #MIvsSRH  #srh #orangearmy  #mi #OneFamily   Who will win today's game?"""
b'Who Will Win Today ?  #IPL2020  #PREDICTION #DREAM11   #SRHvsMI  03-11-2020    #MumbaiIndians  #SUNRISERSHYDERABAD   #MSDhoni  #CSK #EionMorgan #KKR #RohitSharma  #MI #DavidWarner  #SRH #ViratKohli  #RCB #KLRahul  #KXIP #ShreyasIyer  #DC #SteveSmith  #RR'
b'#IPL2020 every team is eligible for the playoffs. But #RCB got in luckily.'
b'My prediction :  Qualifier 1 : MI v DC Eliminator : RCB v KKR Qualifier 2 : KKR v DC Final : KKR v MI  #IPL2020'
b'How will play with #RCB in eliminator 1 is it #KKR or is it #SRH #MIvsSRH #PlayBold #WeAreChallengers #IPL2020  #Dream11IPL'
b'Stylish left hander #Padikkal #IPL2020'
b'@Jaspritbumrah93 has a chance to reclaim the purple cap when  @mipaltan take on @SunRisers in the last round-robin tie of @IPL on Tuesday. @KagisoRabada25 @DelhiCapitals #IPL2020 #PurpleCap https://t.co/MqwGzYaEjt via @mykhelcom'
b'@WasimJaffer14  sir one meme templete to describe the campaign of @lionsdenkxip in #IPL2020 #iplseason13'
b'Teams in #IPL2020 @RJ_Balaji @sumanthraman #Playoffs2020 https://t.co/pwY6sEguvY'
b'KKR deserve to be in the qulifiers especially after how badly the 2 teams played yesterday. They both intentionally delayed the game till the end just to qualify. Fairly certain MI will lose against SRH today...intentionally. Hope SRH lifts the trophy. #IPL2020 #RCBvsDC'
b'Who will win Today Match???  #SRHvMI #OrangeArmy #KeepRising #IPL2020 @SunRisers @mipaltan @davidwarner31 @ImRo45'
"b'.@KagisoRabada25 has taken 25 wickets from 14 matches in @IPL, two more than @Jaspritbumrah93 . @DelhiCapitals @mipaltan #IPL2020 #IPLinUAE #PurpleCap https://t.co/b3ksfl2SNZ'"
b'Which Team Will Win Today #IPL2020 Match? #MI #SRH #MIvsSRH #Dream11IPL  @mipaltan'
b'Finally RCB is qualify for playoffs \xf0\x9f\x98\x8c  #RCB #PlayBold #Playoffs #IPL2020 https://t.co/QICaISYGDM'
b'#IPL2020 | Sehwag at his best while explaining the value of Ajinkya Rahane  https://t.co/CdFE2F4NSv'
b'At last #RCB had qualified for the playoffs in Mach #RCBvsDC #PlayBold #IPL2020 https://t.co/wZva9hcuxt'
"b""That's how I spread happiness \xf0\x9f\x98\x83 Officially #TN58 #Vadivelu #bigbosstamil4 #vadivelumemes @VadiveluOffl @KollywoodCinima @ChennaiIPL #IPL2020 https://t.co/pU8Cw6yTKU"""
b'#IPL2020 #CricketDhamaka #DCvsRCB Anrich Nortje reveals his bowling tactics after taking three-fer against RCB  https://t.co/AGm5LKNW0U'
b'#MatchDay #MIvsSRH IMPORTANT MATCH FOR ALL #SRH AND #KKR FANS #IPL2020 #mi #MumbaiIndians'
b'Phillippe DDP Kohli ABD Moen/Finch Dube Morris Sunder Saini Siraj Chahal @RCBTweets @imVkohli @CoachHesson  Please play playoffs this team11 only... Please \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f #IPL2020'
"b'Despite the loss, #RCB have also made it to the playoffs, courtesy their better net run rate than #KKR  #IPL2020 #IPL2020Updates  https://t.co/VBVROotS4f'"
b'In the 3rd rank now #ipl2020 #DCvsRCB https://t.co/fz2ApatKdH'
"b'Fantastic to see an old team mate @ajinkyarahane88 play a match winning innings last night. @DelhiCapitals top 2 are the team that has the best balance to beat #MI this year. There only hole is the loss of Mishra, a genuine wicket taker. #IPL2020'"
b'Top 5 Bowlers with Most Five Wicket Hauls in IPL.  #SRHvMI #SunrisersHyderabad #MumbaiIndians #cricket #cricketfans #SRHvsMI #Dream11 #IPL #IPL2020 #MI #SRH #RohitSharma #DavidWarner #IPLHistory  https://t.co/WTY11LBz1L'
b'@SunRisers All the best team #SRHvMI #OrangeArmy #KeepRising #IPL2020'
"b""\xf0\x9f\xa4\x9d Both DC and RCB qualify \xe2\x9c\x85 SRH have fate in own hands \xf0\x9f\x98\xa8 KKR wait nervously \xf0\x9f\x99\x8f Watson calls time on IPL career  Here's the latest from #IPL2020:"""
b'#IPL2020! Who will??? \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94 https://t.co/j5aiaPnOQW'
b'Can someone tell me the statistical scenario on the grounds of which RCB would not have qualified? #IPL2020'
b'Who do you want to see in Playoffs for the #IPL2020?  #MIvsSRH @mumbaiindian_fc'
"b""#RCB have issues at the top of the order leading into the Play Offs. Need to find a spark. Can't afford to have slow starts and leave it to the back end to catch up the run rate. Do they go back to Finch or keep young Philippe.  #IPL2020"""
"b'""RCB played good enough cricket to earn a playoff spot.""   Says skipper @imVkohli.   READ: https://t.co/WXBO7IKgKb  #ViratKohli #RCBvsDC #IPL2020 https://t.co/8nDGKnUuxW'"
"b'@Trendulkar I was also Thinking the same........ And in FINALE , RCB!!!!! #PlayBold  will win their MAIDEN Title!!! #IPL2020'"
"b'@sajjanjindal @DelhiCapitals Sir, U &amp; ur team  managed BEST  and took extraordinarily out of DC boys..! Way to Go, Expecting Team-open bus safari in CP area after winning  #IPL2020\xc2\xa0#DelhiCapitals'"
