,created,user_location,tweet_text,username,all_hashtags,refine_text,text_length
208,11/9/2020 3:49,Mumbai ,b'Who Will Win IPL 2020    Retweet - #MI   Like - #DC  #IPL2020 https://t.co/G1PzKiDKnf',b'RavisankarDHFM',"['MI', 'DC', 'IPL2020']",win retweet like,6
209,11/9/2020 3:49,"Valsad, India","b""Kane Williamson  Quality Captain, Flexible Batsman in T20, World Class Fielder  I think franchise will go all out on him on mega auction after 2021 IPL. Unfortunately #SRH have to retain/RTM on Warner, Rashid  Don't worry! He's still here another season  #IPL2020""",b'cviswas19',"['SRH', 'IPL2020']",kane williamson quality captain flexible batsman world class fielder think franchise go mega auction unfortunately retainrtm warner rashid dont worry he still another season,39
210,11/9/2020 3:48,"Hyderabad, India",b'Thank You For Lot Of Memories \xf0\x9f\xa7\xa1. @SunRisers #SRH #IPL2020 https://t.co/rtJl70g82q',b'1andOnlyTharun',"['SRH', 'IPL2020']",thank lot memory,7
211,11/9/2020 3:48,Kolkata/Ahmedabad,b'No. of IPL finals for each team Vs Win  8 - CSK - 3 Win 6 - MI - 4 Win 3 - RCB - 0 Win 2 - KKR - 2 Win 2 - SRH - 1 Win 1 - Deccan - 1 Win  1 - KXIP - 0 Win 1 - RR - 1 Win 1 - RPS - 0 Win  1 - Delhi - *On Going Tournament   #IPL2020 #MIvDC #IPLFinal https://t.co/6ctToFe2fp',b'rajkumar1104',"['IPL2020', 'MIvDC', 'IPLFinal']",final team v win csk win mi win rcb win kkr win srh win deccan win kxip win rr win rps win delhi going tournament,31
212,11/9/2020 3:48,Mumbai india,"b""#IPL2020: #RohitSharma's Poor IPL Numbers Camouflaged By #MumbaiIndians'  Success  https://t.co/HsN0pJyvM7""",b'cricketnext',"['IPL2020', 'RohitSharma', 'MumbaiIndians']",poor number camouflaged success,7
213,11/9/2020 3:48,"Kolkata, India",b'Again Kane Williamson play heart wining knock but  #SRH play heart breaking knock. #Ipl2020',b'SUXCrA',"['SRH', 'Ipl2020']",kane williamson play heart wining knock play heart breaking knock,12
214,11/9/2020 3:48,"Chennai, India",b'Another Big Hitter is in making?\xf0\x9f\xa7\x90 Well done @ABDULSAMAD___1 for showing glimpse of what u are capable of.\xf0\x9f\x91\x8f. @SunRisers. And Congratulations for ur 1st ever Finale @DelhiCapitals @ShreyasIyer15 @RickyPonting #IPL2020  #DCvSRH #Playoffs',b'dongre_Aashish',"['IPL2020', 'DCvSRH', 'Playoffs']",another big hitter makingxfxfxax well done showing glimpse capable ofxfxfxxf congratulation ur st ever finale,24
215,11/9/2020 3:47,"Cape Town, South Africa",b'Once again Thank you @SunRisers Management @VVSLaxman281 sir &amp; entire support staff for giving constant opportunities for exciting young talents like @Natarajan_91  @ABDULSAMAD___1 @IamAbhiSharma4 @priyamg03149099 special thanks to @IrfanPathan sir #IPL2020 #SRH #OrangeArmy',b'AVSUBASH',"['IPL2020', 'SRH', 'OrangeArmy']",thank management sir entire support staff giving constant opportunity exciting young talent like special thanks sir,23
216,11/9/2020 3:47,NA,b'who will win IPL Cup 2020 #MI   #MIvsDC  #OneFamily  #DCvsMI  #IPL2020',b'SyamMBFC',"['MI', 'MIvsDC', 'OneFamily', 'DCvsMI', 'IPL2020']",win cup,5
217,11/9/2020 3:46,"KADAPA, BLR, HYD, KHOBAR",b'IPL 2019: MI 4 - 0 CSK \xf0\x9f\x8f\x86\xf0\x9f\x92\x99 IPL 2020: MI 4 - 0 DC ??? \xf0\x9f\x8f\x86\xf0\x9f\x92\x99 . Believe in @mipaltan  #IPLfinal #IPL2020',b'itz_bariyas',"['IPLfinal', 'IPL2020']",mi csk xfxfxfxxfxfxx mi dc xfxfxfxxfxfxx believe,10
218,11/9/2020 3:46,Abu Dhabi,b'Warriors.  #OrangeArmy  #IPLT20 #IPL2020 #IPLinUAE #IPL2020playoffs #KaneWilliamson #ABDevilliers https://t.co/UuQyOAkQd3',b'Shah_Harshil6',"['OrangeArmy', 'IPLT20', 'IPL2020', 'IPLinUAE', 'IPL2020playoffs', 'KaneWilliamson', 'ABDevilliers']",warrior,1
219,11/9/2020 3:45,India,"b'#IPL2020 |   \xe2\x80\x98He\xe2\x80\x99s been outstanding,\xe2\x80\x99 David Warner names Indian pacer as \xe2\x80\x98find of this IPL\xe2\x80\x99  https://t.co/3hoHMTQAmr'",b'HTSportsNews',['IPL2020'],xexxhexexxs outstandingxexx david warner name indian pacer xexxfind iplxexx,13
220,11/9/2020 3:45,India,b'This IPL has all been about emerging talents and most of them will some day be a part of Indian Cricket Team \xf0\x9f\xa4\x9e . And the fact that this list has so so many names is something to be proud of \xf0\x9f\x99\x8c  #IPL2020',b'nerdyGru',['IPL2020'],emerging talent day part indian cricket team xfxfxaxe fact list many name something proud xfxfxxc,41
221,11/9/2020 3:45,"Tamil Nadu, India",b'Hyderabad is our second home: David Warner thanks loyal Sunrisers Hyderabad fans for consistently supporting the #OrangeArmy   @davidwarner31 #DavidWarner #SRH #IPL2020 #IPLinUAE #IPLfinal #SRHvDC #DCvSRH #Cricket  https://t.co/aue0peRVGS',b'mykhelcom',"['OrangeArmy', 'DavidWarner', 'SRH', 'IPL2020', 'IPLinUAE', 'IPLfinal', 'SRHvDC', 'DCvSRH', 'Cricket']",hyderabad second home david warner thanks loyal sunrisers hyderabad fan consistently supporting,16
222,11/9/2020 3:45,"Lucknow, U.P. , India","b""IPL 2020: Delhi Capitals enter maiden IPL final, captain Shreyas Iyer describes it as 'best feeling ever' @ShreyasIyer15 @DelhiCapitals #DelhiCapitals #IPL2020 #IPL13 #DCvSRH #DCvsSRH #iplseason13 #IPLinUAE #IPL2020playoffs https://t.co/6yj7UpaprL - via @mykhelcom""",b'Oneindia',"['DelhiCapitals', 'IPL2020', 'IPL13', 'DCvSRH', 'DCvsSRH', 'iplseason13', 'IPLinUAE', 'IPL2020playoffs']",delhi capital enter maiden captain shreyas iyer describes best feeling ever,17
223,11/9/2020 3:43,NA,b'Who will win ipl 2020 ?  #mivsdc #IPLfinal #IPL2020 #IPLfinal #IPL2020final #MumbaiIndians #DCvsMI #MIvsDC #finalmatch #RohitSharma #Suryakumaryadhav #hardik #IPL #Dream11Team #ishankishan #bumrah #Trent',b'thakuraviral31',"['mivsdc', 'IPLfinal', 'IPL2020', 'IPLfinal', 'IPL2020final', 'MumbaiIndians', 'DCvsMI', 'MIvsDC', 'finalmatch', 'RohitSharma', 'Suryakumaryadhav', 'hardik', 'IPL', 'Dream11Team', 'ishankishan', 'bumrah', 'Trent']",win,4
224,11/9/2020 3:43,"Hyderabad, India","b'Okay one heck of a journey came to an end for #SRH , true entertainers . Never dissapoints the fans in giving their best in every #IPL season. See you guys in the next season. #SRHvsDC  Done with this tournament #IPL2020 https://t.co/sx6fQ1QXlV'",b'Unofficial_SP',"['SRH', 'IPL', 'SRHvsDC', 'IPL2020']",okay one heck journey came end true entertainer never dissapoints fan giving best every season see guy next season done tournament,35
225,11/9/2020 3:43,NA,"b'#MIvsDC #IPL2020 #IPLfinal  IPL going to end on november 10 than, All IPL fans :- https://t.co/98kKfQkJV5'",b'ManishK0701',"['MIvsDC', 'IPL2020', 'IPLfinal']",going end november fan,10
226,11/9/2020 3:42,India,b'DC into final \xf0\x9f\x99\x8c\xf0\x9f\x98\x8d\xf0\x9f\x92\x83  Do well Rishu @RishabhPant17 @DelhiCapitals #IPL2020',b'dharapranushka',['IPL2020'],dc xfxfxxcxfxfxxdxfxfxx well rishu,7
227,11/9/2020 3:42,NA,"b""Big News...  King Khan @iamsrk has a special appearance in @aamir_khan 's film   #ShahRukhKhan apparently shot for his cameo scene in #AamirKhan\xe2\x80\x99s  #LaalSinghChaddha before he left for #IPL2020\xc2\xa0in UAE https://t.co/LQhvyIpwHF""",b'MoviesBuzz9',"['ShahRukhKhan', 'AamirKhan', 'LaalSinghChaddha', 'IPL2020']",big news king khan special appearance film apparently shot cameo scene xexxs left xcxain uae,25
228,11/9/2020 3:42,NA,b'@ICC @PrithviShaw Who has played better in #IPL2020?',b'Cricket_blike',['IPL2020'],played better,5
229,11/9/2020 3:42,"Bengaluru, Karnataka","b'Well played umpires, for making MI and DC in final. Congratulations on your part aswell. #PoorUmpiring #IPL2020 #DCvSRH @IPL'",b'chaitu69',"['PoorUmpiring', 'IPL2020', 'DCvSRH']",well played umpire making mi dc congratulation part aswell,15
230,11/9/2020 3:42,"Toronto, Ontario","b'You win some, you lose some. But in life, you should always #KeepRising! \xf0\x9f\xa7\xa1  #OrangeArmy #IPL2020 #Dream11IPL https://t.co/cOUND4sro8'",b'TCinemaFun',"['KeepRising', 'OrangeArmy', 'IPL2020', 'Dream11IPL']",win lose life always,13
231,11/9/2020 3:41,"Saket, New Delhi","b""How many Times Have we Witnessed the Poor umpiring?? In #IPLinUAE ..  @IPL should Select Impartial Umpire...  In Last match @SDhawan25 wicket wasn't out clearly Missed Stumps..\xf0\x9f\x98\xb3  Then No ball wasn't Given while samad bat..\xf0\x9f\x98\x94  Really Ashamed...\xe2\x98\xb9\xef\xb8\x8f #OrangeArmy #IPL2020 #Dream11IPL""",b'Im_soumyaa',"['IPLinUAE', 'OrangeArmy', 'IPL2020', 'Dream11IPL']",many time witnessed poor umpiring select impartial umpire last match wicket wasnt clearly missed stumpsxfxfxxb ball wasnt given samad batxfxfxx really ashamedxexxbxefxbxf,33
232,11/9/2020 3:40,India,b'@ShreyasIyer15 definitely have to win this ...  Now a days Mana kodi burra critics IPL base cheskoni Captaincy ni judge chestunnaru  Future lo VK la face cheyyakudadu ee \xe2\x9d\xa4\xef\xb8\x8fda galla trolls  #IPL2020 https://t.co/WpuZsYuXsZ',b'Dillu_Sayz',['IPL2020'],definitely win day mana kodi burra critic base cheskoni captaincy ni judge chestunnaru future lo vk la face cheyyakudadu ee xexdxaxefxbxfda galla troll,29
233,11/9/2020 3:40,NA,"b'Delhi storm into their first ever IPL final, as they overcame the SRH hurdle. @MStoinis @SDhawan25 laid the foundation with the bat while @KagisoRabada25 and Superman Stoinis grabbed wickets to seal a victory #IPL2020 #DCvsSRH #IPLinUAE #Cricket @DelhiCapitals #OnwardTogether https://t.co/vKg0tpTZEG'",b'bmsurti11',"['IPL2020', 'DCvsSRH', 'IPLinUAE', 'Cricket', 'OnwardTogether']",delhi storm first ever overcame srh hurdle laid foundation bat superman stoinis grabbed wicket seal victory,30
234,11/9/2020 3:39,Dressing Room,"b""It's time to select your team of the tournament, here's mine! @IPL #IPL2020   1. S Dhawan - DC 2.Mayank - KXIP 3. S Yadav - MI 4. ABD* - RCB 5. I Kishan - MI 6. H Pandya- MI 7. S Curran- CSK  8. R Khan* - SRH 9. J Archer* - RR 10. Y Chahal - RCB 11. J Bumrah - MI https://t.co/uZz72VjBv9""",b'ThalaDhoni_07',['IPL2020'],time select team tournament here mine dhawan dc mayank kxip yadav mi abd rcb kishan mi h pandya mi curran csk khan srh archer rr chahal rcb bumrah mi,42
235,11/9/2020 3:39,NA,b'Well done brother @ABDULSAMAD___1 #IPL2020 #Dream11IPL https://t.co/iKoicwLCC0',b'TheAnisQureshi',"['IPL2020', 'Dream11IPL']",well done brother,3
236,11/9/2020 3:39,Bharata 🇮🇳,b'Come on @RishabhPant17 a match winning knock to take @DelhiCapitals to their first IPL victory. Take us to Wankhede 2019 78 off 27\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98 #MIvsDC #IPL2020 #DelhiCapitals #MumbaiIndians https://t.co/4MZ8s57kun',b'imaustincunha',"['MIvsDC', 'IPL2020', 'DelhiCapitals', 'MumbaiIndians']",come match winning knock take first victory take u wankhede xfxfxxxfxfxxxfxfxx,19
237,11/9/2020 3:39,ERROR ,b'WT20 Highlights? @IPL @StarSportsIndia @mandhana_smriti @ImHarmanpreet #IPL2020 https://t.co/zWaNtN4CjE',b'LaveshLavya',['IPL2020'],wt highlight,2
238,11/9/2020 3:38,"Kolkata,India",b'#DCvSRH #IPL2020 #DCvsMI DC: Yes...we have qualified for the finals  Other teams: https://t.co/n5GnSxFSb9',b'Shashankbasrur',"['DCvSRH', 'IPL2020', 'DCvsMI']",dc yeswe qualified final team,9
239,11/9/2020 3:38,"Chennai, India",b'.@YUVSTRONG12 targets @yuzi_chahal for his latest social media banter.  #YuvrajSingh #YuzvendraChahal #RCB #GoPro #IPL2020  https://t.co/Ug7WXR9Mdl',b'SportsIndiaShow',"['YuvrajSingh', 'YuzvendraChahal', 'RCB', 'GoPro', 'IPL2020']",target latest social medium banter,7
240,11/9/2020 3:38,NA,b'Will the law of averages work? #DCvsMI #IPL2020',b'maxi_1_0_10',"['DCvsMI', 'IPL2020']",law average work,6
241,11/9/2020 3:38,TamilNadu,"b'The #DelhiCapitals will now challenge #MumbaiIndians for the title on Tuesday, having lost to them in the first Qualifier.  #IPL2020 #DCvsMI   https://t.co/gfANnppXmK'",b'DeccanHerald',"['DelhiCapitals', 'MumbaiIndians', 'IPL2020', 'DCvsMI']",challenge title tuesday lost first qualifier,17
242,11/9/2020 3:38,"Kolkata, India","b""How's that for a prediction @saurabh5879 (a year earlier though) ? :D  #IPLinUAE #IPL2020 @DelhiCapitals @mipaltan  #DCvsMI #MIvsDC https://t.co/FZLqfGqYDe""",b'karandeepnagpal',"['IPLinUAE', 'IPL2020', 'DCvsMI', 'MIvsDC']",hows prediction year earlier though,10
243,11/9/2020 3:38,Mumbai,b'IPL Team Franchises Earnings \xf0\x9f\x8f\x8fthread  #IPL2020 #Dream11IPL  \xc2\xa9: knowabout. it https://t.co/UZTZJ1EaOy',b'im_gopichand',"['IPL2020', 'Dream11IPL']",team franchise earnings xfxfxfxfthread knowabout,8
244,11/9/2020 3:37,hyd,b'QUALIFIER 2 : Delhi Capitals beat Sunrisers Hyderabad by 17 runs to enter the Indian Premier League 2020 final. #SRHvDC #IPL2020 #IPLinUAE',b'Focus__7',"['SRHvDC', 'IPL2020', 'IPLinUAE']",qualifier delhi capital beat sunrisers hyderabad run enter indian premier league,15
245,11/9/2020 3:37,"Mumbai, India",b'#IPLfinal #MIvsDC #DCvMI  Here you will get Final \xf0\x9f\x98\x8e\xf0\x9f\x8f\x86\xf0\x9f\x92\xaf Match #Dream11Team  Toss Predictions \xf0\x9f\x8f\x8f Match Predictions \xf0\x9f\x8f\x8f  (You will get FREE...! ) 11 Dream 11 Teams for Grand league \xf0\x9f\x8f\x8f #IPL2020 #MI #DC #Dream11IPLMIvDC   https://t.co/1XxWg9lGyh',b'advait_anjankar',"['IPLfinal', 'MIvsDC', 'DCvMI', 'Dream11Team', 'IPL2020', 'MI', 'DC', 'Dream11IPLMIvDC']",get xfxfxxexfxfxfxxfxfxxaf match toss prediction xfxfxfxf match prediction xfxfxfxf get free dream team grand league xfxfxfxf,23
246,11/9/2020 3:37,"West Bengal, India",b'The other name for calm + class + destructive = Kane Williamson \xf0\x9f\xa7\xa1\xf0\x9f\x96\xa4 #DCvSRH #IPL2020 #Playoffs',b'aman_bheemaiah',"['DCvSRH', 'IPL2020', 'Playoffs']",name calm class destructive kane williamson xfxfxaxaxfxfxxa,10
247,11/9/2020 3:37,World Wide Web,b'Upcoming \xf0\x9f\xa5\xb3\xf0\x9f\x8e\x89 Nov 10th : #IPL2020 Final(Tmrw)   Nov 11th : 18 Years of #Prabhas  Trend (Marchipoyara)\xf0\x9f\x98\x8c  Nov 12th : #SooraraiPottru on                     Prime   Nov 13th : Allu arjun On Aha   Nov 14th: Diwali festival\xf0\x9f\x8e\x89and #DiwaliWithVakeelSaab(Excepting teaser by PK fans)',b'ManoharReddiii',"['IPL2020', 'Prabhas', 'SooraraiPottru', 'DiwaliWithVakeelSaab']",upcoming xfxfxaxbxfxfxex nov finaltmrw nov year trend marchipoyaraxfxfxxc nov prime nov allu arjun aha nov diwali festivalxfxfxexand excepting teaser pk fan,30
248,11/9/2020 3:36,NA,"b'Every now and then, Gabbar reminds all of us that he is a match winner and big match impact player. You can\xe2\x80\x99t ignore him. With Ro, KL, Mayank, it\xe2\x80\x99s been tough for his to retain his place in tests, odi, t20. @SDhawan25 #IPL2020 @DelhiCapitals @imVkohli @RaviShastriOfc @SGanguly99'",b'vivekpunekar',['IPL2020'],every gabbar reminds u match winner big match impact player canxexxt ignore ro kl mayank itxexxs tough retain place test odi,41
249,11/9/2020 3:36,Bengaluru,"b""My suggestion for auction for IPL 2021 is that don't give provision for retaining players. Give teams Right to Match for all their players. This will make sure that the best players become the most valuable picks in the auction. #IPL2020 @IrfanPathan""",b'PmatsMathewsJr',['IPL2020'],suggestion auction dont give provision retaining player give team right match player make sure best player become valuable pick auction,39
250,11/9/2020 3:36,NA,b'@GautamGambhir sir any wishes for mumbai Indians ahead of IPL 2020 #IPL2020',b'SankarNarayan20',['IPL2020'],sir wish mumbai indian ahead,9
251,11/9/2020 3:36,"Bengaluru, India","b""#DelhiCapitals' Marcus Stoinis, who was promoted to open the innings, added 86 runs with Shikhar Dhawan and later took three wickets for 26 runs in #SunRisersHyderabad's run chase.  Read more: https://t.co/UgPWWQI9VG  #IPL2020""",b'Opoyis',"['DelhiCapitals', 'SunRisersHyderabad', 'IPL2020']",marcus stoinis promoted open inning added run shikhar dhawan later took three wicket run run chase read,27
252,11/9/2020 3:36,Earth,b'Dream 11 #IPL2020..  MY PLAYING XI \xf0\x9f\xa4\x97..   TEAM #SugUnIsm \xf0\x9f\x91\x88..   Rahul  Faf ( C )  Samson ( Wk )  Kishan Pandya  Jadeja  Morris  Rashid ( Vc )  Archer  Bumrah  Chahal ..   Me favorite playing xi team ni reply or quote cheyandi \xe2\x99\xa5\xef\xb8\x8f\xe2\x99\xa5\xef\xb8\x8f.. https://t.co/j80c1dpTUx',b'SugUnIsm9999',"['IPL2020', 'SugUnIsm']",dream playing xi xfxfxax team rahul faf c samson wk kishan pandya jadeja morris rashid vc archer bumrah chahal favorite playing xi team ni reply quote cheyandi xexxaxefxbxfxexxaxefxbxf,32
253,11/9/2020 3:36,India,b'#IPL2020 #DCvSRH   Marcus Stonis put in a fine all-round performance as #DelhiCapitals beat #SRH to book their place in the final.  Watch highlights here: https://t.co/up06pFhCEo',b'thefield_in',"['IPL2020', 'DCvSRH', 'DelhiCapitals', 'SRH']",marcus stonis put fine allround performance beat book place watch highlight,20
254,11/9/2020 3:36,"Pondicherry, India",b'@RishabhPant17 @DelhiCapitals Still waiting for you to arrive this #IPL2020 . Your fans are heartbroken. Please do well. \xf0\x9f\x99\x8f\xe2\x9c\x8c\xef\xb8\x8f',b'asliijp',['IPL2020'],still waiting arrive fan heartbroken please well xfxfxxfxexcxcxefxbxf,15
255,11/9/2020 3:35,NA,"b""@SunRisers Don't worry. Next year will be yours. @SunRisers  Big fan of yours.\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d #OrangeArmy #IPL2020""",b'AnanayPatel',"['OrangeArmy', 'IPL2020']",dont worry next year big fan yoursxfxfxxdxfxfxxd,11
256,11/9/2020 3:35,"Mumbai, India","b'During #IPL2020, Dayananda Garani was giving throwdowns to KL Rahul and his teammates as a #KXIP support staff. Now, in a few days, he would be flying to Australia as a part of the touring #TeamIndia squad.  https://t.co/CKqZvRa3wV'",b'IExpressSports',"['IPL2020', 'KXIP', 'TeamIndia']",dayananda garani giving throwdowns kl rahul teammate support staff day would flying australia part touring squad,34
257,11/9/2020 3:35,NA,b'Sweet Heartz \xe2\x9d\xa4\xf0\x9f\x98\x8d  (@RealShubmanGill @ishankishan51 ) . #Dream11IPL #KKR #kkrhaitaiyaar #IPL2020 #MumbaiIndians https://t.co/keQymUfMxF',b'LoversShubman',"['Dream11IPL', 'KKR', 'kkrhaitaiyaar', 'IPL2020', 'MumbaiIndians']",sweet heartz xexdxaxfxfxxd,3
258,11/9/2020 3:34,"New Delhi, India","b""Well it's not easy to play the first season and have stats like: 1. Orange cap- 6th 2. Most fours- 5th 3. Most fifties- 1st (tied w KL) 4. Highest run scorer for RCB 5. Eligible for Cred Power player of the season  Can't wait for the next season!  #IPL2020 #RCB #Devduttpadikkal https://t.co/hXNzQ3e39j""",b'kaustav_giri',"['IPL2020', 'RCB', 'Devduttpadikkal']",well easy play first season stats like orange cap four fifty st tied w kl highest run scorer rcb eligible cred power player season cant wait next season,44
259,11/9/2020 3:34,"New Delhi, India","b""It's now #MumbaiIndians vs #DelhiCapitals   #IPL2020 FINAL https://t.co/eWAiv6gGjw""",b'AnshumanOnline',"['MumbaiIndians', 'DelhiCapitals', 'IPL2020']",v,4
260,11/9/2020 3:34,NA,b'Final : #MIvDC Champions: #DC  #IPL2020',b'manikantavamsi9',"['MIvDC', 'DC', 'IPL2020']",champion,2
261,11/9/2020 3:34,India,"b'Warner is already playing for #SRH  another one will be Jofra Archer, expected Billy Stanlake to be like him but not get much opportunity here  among Indian, KL Rahul. We almost buy him on 7.6cr but auctioneer allowed to bid Zinta after hammered \xf0\x9f\x98\xad  #IPL2020 https://t.co/95x4ylGgPu'",b'cviswas19',"['SRH', 'IPL2020']",warner already playing another one jofra archer expected billy stanlake like get much opportunity among indian kl rahul almost buy cr auctioneer allowed bid zinta hammered xfxfxxad,43
262,11/9/2020 3:33,NA,"b'2017 RCB released Watson, in 2018 he made finals &amp; won with CSK, 2018 RCB released DeKock, in 2019 he made finals &amp; won with MI, 2019 RCB released Stoinis &amp; Hetmyer and now they have made the finals with DC... #IPL2020 #Master'",b'KiriTheBoss1',"['IPL2020', 'Master']",rcb released watson made final csk rcb released dekock made final mi rcb released stoinis hetmyer made final dc,36
263,11/9/2020 3:33,NA,"b'With @DelhiCapitals set to take on @mipaltan in @IPL final, there is every chance that @Jaspritbumrah93 might dislodge @KagisoRabada25 from the top again. #IPL2020 #IPLfinal #DCvsMI : https://t.co/kS72GRQMgf via @mykhelcom'",b'Oneindia',"['IPL2020', 'IPLfinal', 'DCvsMI']",set take every chance might dislodge top,19
264,11/9/2020 3:33,Pune | Nashik,b'Sincere request to both @SunRisers Management &amp; @VVSLaxman281 garu please dont let go off #KaneWilliamson from your squad he is absolute fine for you after @davidwarner31 &amp; @BhuviOfficial no one can fill his position in your team ever \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f #OrangeArmy #SRH #IPL2020 https://t.co/D7w7WCiDP8',b'AVSUBASH',"['KaneWilliamson', 'OrangeArmy', 'SRH', 'IPL2020']",sincere request management garu please dont let go squad absolute fine one fill position team ever xfxfxxfxfxfxxfxfxfxxfxfxfxxf,34
265,11/9/2020 3:32,Gurugram,b'\xf0\x9f\x92\xaf% dc will win #MIvsDC #IPL2020',b'karthikrao427',"['MIvsDC', 'IPL2020']",xfxfxxaf dc win,4
266,11/9/2020 3:31,NA,"b'""Amazing. This is the best feeling ever. This has been a rollercoaster. A lot of ups and downs. We have stuck together like a family,"" Shreyas Iyer said.  #IPL2020  (@RS_02) https://t.co/qrSLxxlNCK'",b'IndiaToday',['IPL2020'],amazing best feeling ever rollercoaster lot ups down stuck together like family shreyas iyer said,28
267,11/9/2020 3:31,Delhi/NCR,b'@sanjaymanjrekar 3 players had delivered for them throughout #IPL2020 and the match was won based on these 3 guys - @SDhawan25 @MStoinis @KagisoRabada25 I have a gut feeling that DC will now win this',b'vivekpunekar',['IPL2020'],player delivered throughout match based guy gut feeling dc win,26
268,11/9/2020 3:31,NA,b'@GautamGambhir Speaks truth \xf0\x9f\x91\x8d   #PleaseChangeRCBCaptain #ThankYouVirat #ThankYouKohli #IPL2020 #IPL  #IPLFinal #RoyalChallengersBangalore #RCB  #GautamGambhir  https://t.co/KMncfEnOZk',b'RonakSays',"['PleaseChangeRCBCaptain', 'ThankYouVirat', 'ThankYouKohli', 'IPL2020', 'IPL', 'IPLFinal', 'RoyalChallengersBangalore', 'RCB', 'GautamGambhir']",speaks truth,3
269,11/9/2020 3:31,"New Delhi, India","b'IPL 2020 FINAL Time Table: MI vs DC: Date, Format, TV Channel, Live Streaming; All About IPL 13 FINAL @IPL @mipaltan @Delhi_Capitals #IPL2020 #iplseason13 #IPLfinal #ipl2020final #MI #DelhiCapitals  https://t.co/aEfTu2A6BJ - via @mykhelcom'",b'Oneindia',"['IPL2020', 'iplseason13', 'IPLfinal', 'ipl2020final', 'MI', 'DelhiCapitals']",time table mi v dc date format tv channel live streaming,18
270,11/9/2020 3:30,"Chennai, India",b'T-2 Overwhelmed with the win...one more to go \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb #godc #DelhiCapitals #IPL2020 #IPLinUAE',b'vk_oneeight18',"['godc', 'DelhiCapitals', 'IPL2020', 'IPLinUAE']",overwhelmed winone go xfxfxxdxfxfxfxbb,9
271,11/9/2020 3:30,Gurgaon,"b'With @DelhiCapitals set to take on @mipaltan in the @IPL final, there is every chance that the @Jaspritbumrah93 can dislodge @KagisoRabada25 from the top again. #IPL2020 #IPLFinal #IPLinUAE https://t.co/kS72GRQMgf via @mykhelcom'",b'Oneindia',"['IPL2020', 'IPLFinal', 'IPLinUAE']",set take every chance dislodge top,21
272,11/9/2020 3:30,India,b'Graaanndddd Finale \xf0\x9f\x98\x82 #DCvMI #Ipl2020 https://t.co/vcjwM4gQV9',b'Srujan_Karthik',"['DCvMI', 'Ipl2020']",graaanndddd finale,3
273,11/9/2020 3:30,NA,b'Adorable Couple  #SteveSmith #ViratKohli #DavidWarner #RohitSharma #MitchellStarc #JaspritBumrah #PatCummins #MohammedShami #Kohli #Shami #Bumrah #Starc #Warner #INDvAUS #AUSvIND #Cricket #CricketMeriJaan #CricketLover #IPL2020  Credit: ajinkyarahaneInsta https://t.co/QxnSSqy8Ed',b'TentaranSports',"['SteveSmith', 'ViratKohli', 'DavidWarner', 'RohitSharma', 'MitchellStarc', 'JaspritBumrah', 'PatCummins', 'MohammedShami', 'Kohli', 'Shami', 'Bumrah', 'Starc', 'Warner', 'INDvAUS', 'AUSvIND', 'Cricket', 'CricketMeriJaan', 'CricketLover', 'IPL2020']",adorable couple credit ajinkyarahaneinsta,4
274,11/9/2020 3:30,Chennai ,"b'Cricket Tennis Ball, Pack of 3 For Just Rs 149  Link: https://t.co/VHUT5UoVT7  #IndianCricket #IPL2020 https://t.co/gwfN6U0tj5'",b'discountsdeck',"['IndianCricket', 'IPL2020']",cricket tennis ball pack r link,9
275,11/9/2020 3:29,NA,"b""Why @zomatoin deleting it's account anybody know??  @zomato @zomatoin   #Instagram #IPL2020""",b'AkashSh92240255',"['Instagram', 'IPL2020']",deleting account anybody know,6
276,11/9/2020 3:29,Chennai,b'Do you agree with Gautam Gambhir?  #GautamGambhir #ViratKohli #RCB #IPL2020 #akashchopra https://t.co/NllL04AOzK',b'SinghQeemat',"['GautamGambhir', 'ViratKohli', 'RCB', 'IPL2020', 'akashchopra']",agree gautam gambhir,6
277,11/9/2020 3:29,"New Delhi, India",b'Ok Finally we are in finals of #IPL2020       #MIvsDC  #RohitSharma  #ShreyasIyer',b'YugandharYug1',"['IPL2020', 'MIvsDC', 'RohitSharma', 'ShreyasIyer']",ok finally final,7
278,11/9/2020 3:29,"New Delhi, India",b'#WomensIPL #IPL2020 Road to the Final. Who will lift the cup? @SmritiMandhana @Harmanpreet #Supernovas  #Trailblazers    @RADHAYADAV18 @Sophecc19 #ChamariAthapaththu  #JioWomensT20Challenge @poonam_yadav24 @13richaghosh @Dottin_5 @imharleenDeol   https://t.co/D60Gq37JHr',b'StringsNStumps',"['WomensIPL', 'IPL2020', 'Supernovas', 'Trailblazers', 'ChamariAthapaththu', 'JioWomensT20Challenge']",road lift cup,9
