,created,user_location,tweet_text,username,all_hashtags,refine_text,text_length
463,11/9/2020 2:08,India,b'Finally @DelhiCapitals !!!! #IPL2020 #IPLfinal',b'nmnarora',"['IPL2020', 'IPLfinal']",finally,1
464,11/9/2020 2:08,NA,b'@IrfanPathan @SunRisers Samad (if correctly mentored &amp; not over groomed) can be a very good limited overs player for Team India. He has to put in the hard work both in batting/bowling. Hope current management focuses on making the player &amp; not demolishing his confidence #IPL2020 #abdulsamad #SRH',b'jayntank',"['IPL2020', 'abdulsamad', 'SRH']",samad correctly mentored groomed good limited over player team india put hard work battingbowling hope current management focus making player demolishing confidence,43
465,11/9/2020 2:08,NA,"b'So, it is @RickyPonting-coached @DelhiCapitals vs #RickyPonting-earlier coached @mipaltan in #IPL2020 final. Anyone previously from DC now with MI? #sunrisers #MI #MIvsDC #MIvDC #DCvMI #DCvsMI'",b'gikkukrishnan',"['RickyPonting', 'IPL2020', 'sunrisers', 'MI', 'MIvsDC', 'MIvDC', 'DCvMI', 'DCvsMI']",coached v earlier coached anyone previously dc mi,16
466,11/9/2020 2:07,"New Delhi, India",b'Finals   #MIVsDC   #DC \xf0\x9f\x8f\x86\xf0\x9f\x91\x8d  #IPL2020 https://t.co/NCJNuMcNbE',b'ursmanoj238',"['MIVsDC', 'DC', 'IPL2020']",final xfxfxfxxfxfxxd,2
467,11/9/2020 2:07,NA,"b""S.Nadeem has been picked for the game against 5 left-handed batsmen \xf0\x9f\xa4\x94can anyone help me what was the plan in Bailly's head? Your bowling against 5 left-handed batsmen with no off spinner in your bowling line up while Nabi is in the bench \xf0\x9f\xa4\x94. #SRHvsDC #IPL2020""",b'wais_qanit',"['SRHvsDC', 'IPL2020']",snadeem picked game lefthanded batsman xfxfxaxcan anyone help plan baillys head bowling lefthanded batsman spinner bowling line nabi bench xfxfxax,42
468,11/9/2020 2:07,India,b'Soo the top 2 teams on the pointstable will have the @ipl2020\xf0\x9f\x8f\x86final game in between them. Deserve &amp; axciting sides on the charts. Will be the cracker of the game at tuesday night. #IPL2020 #rawatrahul9 #AskSportsTak #vikrantgupta',b'VinitShende1',"['IPL2020', 'rawatrahul9', 'AskSportsTak', 'vikrantgupta']",soo top team pointstable xfxfxfxfinal game deserve axciting side chart cracker game tuesday night,32
469,11/9/2020 2:06,"Noida, India",b'How did you predict it...!? \xf0\x9f\x98\xb3  \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f  #IPL2020 #IPLPrediction https://t.co/e49glBNdyT',b'VashiForever',"['IPL2020', 'IPLPrediction']",predict xfxfxxb xfxfxxfxfxfxxf,7
470,11/9/2020 2:06,somewhere in 8.8Φ1026 UNIVERSE,"b""The main thing is attitude in the field. You can't win if you don't take catches, we'll have to do much better next time - that's what's let us down in this tournament - the attitude on the field.\xc2\xa0 @davidwarner31 @IPL  #srh #DCvSRH #KaneWilliamson #IPL2020""",b'urstrulyGT',"['srh', 'DCvSRH', 'KaneWilliamson', 'IPL2020']",main thing attitude field cant win dont take catch well much better next time thats whats let u tournament attitude fieldxcxa,37
471,11/9/2020 2:05,NA,b'Whenever a team who  1. Did not lose 2 back to back matches  2. Won #Qualifier 1  3. Beat opponent 3 times before final  Won the #IPL  2018 - #CSK 2019 - #MI  #MumbaiIndians is the only team to achieve all mentioned records this year  #IPL2020 #IPLFinal #MIvDC #MIvsDC #Final #DC',b'Rushikeshbhang3',"['Qualifier', 'IPL', 'CSK', 'MI', 'MumbaiIndians', 'IPL2020', 'IPLFinal', 'MIvDC', 'MIvsDC', 'Final', 'DC']",whenever team lose back back match beat opponent time team achieve mentioned record year,30
472,11/9/2020 2:05,NA,b'Eagerly waiting for tomorrow match \xe2\x9d\xa4.All the best for both of team  #IPL2020 #IPL2020final https://t.co/EYzO137V7K',b'Yashaswisharm17',"['IPL2020', 'IPL2020final']",eagerly waiting tomorrow match xexdxaall best team,12
473,11/9/2020 2:04,India,"b'Photos: Shikhar Dhawan, Marcus Stoinis shine as DC book place in maiden IPL final #IPL2020 #CricketDhamaka #DCvsSRH   https://t.co/CZWlSDptx9'",b'IndiaTVSports',"['IPL2020', 'CricketDhamaka', 'DCvsSRH']",photo shikhar dhawan marcus stoinis shine dc book place maiden,14
474,11/9/2020 2:04,New Delhi,"b'Heads should be up for Sunrisers Hyderbad - Bhuvi injured, Vijay Shankar injured, Saha injured, Mitchell Marsh injured, Williamson missed few matches but still managed to finish 3rd in #IPL2020 - Well done, Warner Army. #SunrisersHyderabad  #IPL2020'",b'VikashBeny',"['IPL2020', 'SunrisersHyderabad', 'IPL2020']",head sunrisers hyderbad bhuvi injured vijay shankar injured saha injured mitchell marsh injured williamson missed match still managed finish rd well done warner army,32
475,11/9/2020 2:02,NA,"b""Can't Sleep last Night Till 3:30 pm. Lot's of Negative Thoughts are Comming in my Mind.\xf0\x9f\x98\xad  @ImRo45 We Believe You More than Any Others. Do well in Final. Won't To see the lost against Minnow Team.\xf0\x9f\x98\xad\xf0\x9f\x99\x8f  #IPL2020 #IPLfinal @mipaltan""",b'LoyalRohitFan_',"['IPL2020', 'IPLfinal']",cant sleep last night till pm lot negative thought comming mindxfxfxxad believe others well wont see lost minnow teamxfxfxxadxfxfxxf,34
476,11/9/2020 2:02,"New Delhi, India",b'@SunRisers @jbairstow21 i dont think that johhny gives his 100 percent in this #IPL2020',b'KhapardeSwapnil',['IPL2020'],dont think johhny give percent,10
477,11/9/2020 2:01,"Kolkata, India",b'#ipl2018 : #CSK won the title defeating #SRH for the fourth time in the season. #ipl2019 : #mi won the title defeating #CSK for the fourth time in the season #IPL2020 : #MIvsDC in the final. #mi already won 3 matches against capitals. \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',b'KIRANCHANDYEN',"['ipl2018', 'CSK', 'SRH', 'ipl2019', 'mi', 'CSK', 'IPL2020', 'MIvsDC', 'mi']",title defeating fourth time season title defeating fourth time season already match capital xfxfxaxbxexxdxexxxefxbxf,31
478,11/9/2020 2:00,"Ambala, India",b'#IPL2020 #Qualifier2 #DCvSRH Yuvraj Singh hilariously trolls Shikhar Dhawan for not reviewing LBW against SRH  https://t.co/jfReEODt54',b'IndiaTVSports',"['IPL2020', 'Qualifier2', 'DCvSRH']",yuvraj singh hilariously troll shikhar dhawan reviewing lbw srh,12
479,11/9/2020 2:00,"Chennai, India","b""So in this year's IPL final, Delhi is underdog against MI. And every one wants underdog to conquer the strongest team of MI. @DelhiCapitals  @ShreyasIyer15   #IPLfinal  #IPL2020""",b'parvez_velani',"['IPLfinal', 'IPL2020']",year delhi underdog mi every one want underdog conquer strongest team mi,23
480,11/9/2020 2:00,Bengaluru,"b'i watched #KalHoNaaHo yesterday, and then watching the #IPL2020  qualifier earlier today led me to an interesting analogy. bear with me on this thread-'",b'borotmon',"['KalHoNaaHo', 'IPL2020']",watched yesterday watching qualifier earlier today led interesting analogy bear thread,22
481,11/9/2020 2:00,"नई दिल्ली, भारत",b'Win ayyi Unte Bagunnu #SRH  But You Win Our Hearts \xf0\x9f\x92\x9d  Better Luck Next Tym @SunRisers \xf0\x9f\xa4\x97  #DC Well Played Hope Finals Lo Kuda  Edhe Josh Continue Cheyandi \xf0\x9f\xa4\xa8  #SRHvDC #IPL2020 https://t.co/bluRCXpYsi',b'IMPravallikaM17',"['SRH', 'DC', 'SRHvDC', 'IPL2020']",win ayyi unte bagunnu win heart better luck next tym xfxfxax well played hope final lo kuda edhe josh continue cheyandi,26
482,11/9/2020 2:00,NA,b'@DelhiCapitals I Really Wanted From My Heart.. You Should Bring Trophy At Home.. Because Your Team Deserve It.. Best Wishes for Final.. #Dream11IPL  #IPL2020  #final  #YehHaiNayiDilli  #DelhiCapitals https://t.co/PN25bgsa6R',b'mr_chirg_',"['Dream11IPL', 'IPL2020', 'final', 'YehHaiNayiDilli', 'DelhiCapitals']",really wanted heart bring trophy home team deserve best wish,21
483,11/9/2020 2:00,"New Delhi, India",b'Haha @DelhiCapitals won this ipl trophy \xf0\x9f\x8f\x86 #ipl2020 @SDhawan25 @RishabhPant17 @ShreyasIyer15 @mipaltan \xe2\x9c\x8d\xef\xb8\x8f\xe2\x9c\x8d\xef\xb8\x8f\xe2\x9c\x8d\xef\xb8\x8f\xe2\x9c\x8d\xef\xb8\x8f\xe2\x9c\x8d\xef\xb8\x8f #DelhiCapitals #MumbaiIndians',b'GeevanjiVarun',"['ipl2020', 'DelhiCapitals', 'MumbaiIndians']",haha trophy xfxfxfx xexcxdxefxbxfxexcxdxefxbxfxexcxdxefxbxfxexcxdxefxbxfxexcxdxefxbxf,7
484,11/9/2020 2:00,"Chennai, India","b'#IPL2020 | With this win, @DelhiCapitals has entered IPL final for the first time  #DelhiCapitals   https://t.co/i3gDhnn9Hg'",b'JagranEnglish',"['IPL2020', 'DelhiCapitals']",win entered first time,11
485,11/9/2020 1:59,"Chennai, India",b'#Monk #KaneWilliamson  Just simply awesome  #IPL2020  #srh well played...  All the best for #DelhiCapitals',b'venkateshaperu3',"['Monk', 'KaneWilliamson', 'IPL2020', 'srh', 'DelhiCapitals']",simply awesome well played best,9
486,11/9/2020 1:59,"Chennai, India",b'Now we want a new champion.  #IPL2020 #IPLfinal #IPLPlayoffs #MIvsDC',b'msdian_deepak7',"['IPL2020', 'IPLfinal', 'IPLPlayoffs', 'MIvsDC']",want new champion,6
487,11/9/2020 1:59,"Chennai, India",b'No. of IPL finals for each team:  8 - CSK 6 - MI 3 - RCB 2 - KKR 2 - SRH 1 - Deccan 1 - KXIP 1 - RR 1 - RPS 1 - Delhi   #IPL2020 #MIvDC #IPLFinal',b'gurunathaa4',"['IPL2020', 'MIvDC', 'IPLFinal']",final team csk mi rcb kkr srh deccan kxip rr rps delhi,17
488,11/9/2020 1:57,INDIA,b'Congratulations on an excellent campaign @sunrisers. You took your supporters on a roller coaster but you produced a lot of joy Srhvsdc #ipl2020',b'ImAkumar07',['ipl2020'],congratulation excellent campaign took supporter roller coaster produced lot joy srhvsdc,21
489,11/9/2020 1:57,Anbe Sivam,b'I Learn What Is Never Give Up &amp; Fight Back Spirit From #OrangeArmy  #kane Still Fighting At the end.. We Just Love It.. So Proud To Be fan of #SRH  We will soon #2021  #Dream11IPL  #DCvsSRH  #IPL2020  #Qualifier2  #nevergiveup https://t.co/h0RxgeC5RD',b'mr_chirg_',"['OrangeArmy', 'kane', 'SRH', 'Dream11IPL', 'DCvsSRH', 'IPL2020', 'Qualifier2', 'nevergiveup']",learn never give fight back spirit still fighting end love proud fan soon,30
490,11/9/2020 1:56,NA,"b""#IPL2020 | \xe2\x80\x9cYou can't win if you don't take catches, we'll have to do much better next time - that's what's let us down in this tournament - the attitude on the field,\xe2\x80\x9d said #SRH skipper #DavidWarner on losing to #DC on 8 November.  https://t.co/mcLSvLuRJ4""",b'TheQuint',"['IPL2020', 'SRH', 'DavidWarner', 'DC']",xexxcyou cant win dont take catch well much better next time thats whats let u tournament attitude fieldxexxd said skipper losing november,36
491,11/9/2020 1:56,"New Delhi, India","b""Who will win #IPL2020 title cup  Let's take one moment   #OneFamily #MumbaiIndians #DelhiCapitals #sunrisers #WhistlePodu #RoyalsFamily #RoyalChallengersBangalore #kkrhaitaiyaar #KXIP #SarkaruVaariPaata""",b'prince19M7',"['IPL2020', 'OneFamily', 'MumbaiIndians', 'DelhiCapitals', 'sunrisers', 'WhistlePodu', 'RoyalsFamily', 'RoyalChallengersBangalore', 'kkrhaitaiyaar', 'KXIP', 'SarkaruVaariPaata']",win title cup let take one moment,9
492,11/9/2020 1:55,"New Delhi, India",b'@DelhiCapitals made it to the finals with a great victory by 17 runs against SunRisers Hyderabad. Congratulation Delhi Capitals! DC will play against @mipaltan in finals on the 10th of November (tomorrow). Who do you think will take the #IPL2020 trophy? #DCvsMI',b'karthikyadav_07',"['IPL2020', 'DCvsMI']",made final great victory run sunrisers hyderabad congratulation delhi capital dc play final november tomorrow think take trophy,37
493,11/9/2020 1:55,India,b'The things that we love tell us what we are #GoodMorningTwitterWorld #IPL2020 #kamarajupeta #AndhraPradesh #WINTER #winterbeauty #MondayMotivation https://t.co/3Jg7qCvSHS',b'Maahi3389',"['GoodMorningTwitterWorld', 'IPL2020', 'kamarajupeta', 'AndhraPradesh', 'WINTER', 'winterbeauty', 'MondayMotivation']",thing love tell u,10
494,11/9/2020 1:54,NA,b'Please vote  #MumbaiIndians #MI #DelhiCapitals #YehHaiNayiDilli  #MIvsDC #IPL2020 #IPLfinal #IPLPlayoffs https://t.co/IxKKDoKGdE',b'dhonidipu1612',"['MumbaiIndians', 'MI', 'DelhiCapitals', 'YehHaiNayiDilli', 'MIvsDC', 'IPL2020', 'IPLfinal', 'IPLPlayoffs']",please vote,2
495,11/9/2020 1:54,With @Rajasthanroyals ,b'#IPL2020 | Here are the top 4 cricketers who performed incredibly well during the match of #DelhiCapitals and #SRH.  https://t.co/e0WuUx6kI5',b'TheQuint',"['IPL2020', 'DelhiCapitals', 'SRH']",top cricketer performed incredibly well match,14
496,11/9/2020 1:53,RT on #RanjiKerala -  🏏,b'WHO WILL WIN THE IPL 2020?  #MumbaiIndians #MI #OneFamily  #YehHaiNayiDilli #DelhiCapitals #IPL2020  #IPLfinal #IPLPlayoffs  @mipaltan \xf0\x9f\x86\x9a @DelhiCapitals',b'msdian_deepak7',"['MumbaiIndians', 'MI', 'OneFamily', 'YehHaiNayiDilli', 'DelhiCapitals', 'IPL2020', 'IPLfinal', 'IPLPlayoffs']",win,6
497,11/9/2020 1:52,"Tondiarpet, VadaChennai",b'Before the starting of the #IPL2020 I had said #DelhiCapitals is the favourite to win this #IPL2020 .... Now they are in finals for the first time... We all want #DelhiCapitals to win this time... #DelhiCapitals  #IPL2020  #IPLfinal',b'Vivekk057',"['IPL2020', 'DelhiCapitals', 'IPL2020', 'DelhiCapitals', 'DelhiCapitals', 'IPL2020', 'IPLfinal']",starting said favourite win final first time want win time,30
498,11/9/2020 1:52,"Tondiarpet, VadaChennai",b'#IPL2020 | Netizens congratulated #DC for reaching their first final and applauded the team\xe2\x80\x99s performance against #SRH.  https://t.co/d47tpyrXIR',b'TheQuint',"['IPL2020', 'DC', 'SRH']",netizens congratulated reaching first applauded teamxexxs performance,13
499,11/9/2020 1:52,"Tondiarpet, VadaChennai",b'Delhi Capital at final! 1st time ever!  #SRHvDC #IPL2020',b'MDTHasanNaim55',"['SRHvDC', 'IPL2020']",delhi capital st time ever,7
500,11/9/2020 1:51,Agra ,b'Are you all ready for the #finals of #IPL2020 . #DelhiCapitals #MumbaiIndians @DelhiCapitals @mipaltan',b'Vanshthakur01',"['finals', 'IPL2020', 'DelhiCapitals', 'MumbaiIndians']",ready,7
501,11/9/2020 1:51,"Mumbai, India",b'@DelhiCapitals enter @IPL final. Clash tomorrow vs @mipaltan  good play and Fight @SunRisers nice memory in #ipl #IPL2020 #DCvSRH',b'itsmejohnson93',"['ipl', 'IPL2020', 'DCvSRH']",enter clash tomorrow v good play fight nice memory,12
502,11/9/2020 1:48,NA,"b'Heads should be up for Sunrisers Hyderbad - Bhuvi injured, Vijay Shankar injured, Saha injured, Mitchell Marsh injured, Williamson missed few matches but still managed to finish 3rd in #IPL2020 - Well done, Warner Army.'",b'VasanthJVK',['IPL2020'],head sunrisers hyderbad bhuvi injured vijay shankar injured saha injured mitchell marsh injured williamson missed match still managed finish rd well done warner army,32
503,11/9/2020 1:48,RT on #RanjiKerala -  🏏,"b""#IPL2020: You can't win tournaments if you keep dropping catches, says #DavidWarner  https://t.co/XpnXTvjPYb""",b'ZeeNewsEnglish',"['IPL2020', 'DavidWarner']",cant win tournament keep dropping catch say,10
504,11/9/2020 1:48,NA,b'Can we give the cup to Mumbai Indians Please..#MumbaiIndians #IPL2020 https://t.co/LUvV3IPZpd',b'karnsanjev',"['MumbaiIndians', 'IPL2020']",give cup mumbai indian please,9
505,11/9/2020 1:48,NA,b'No.3 slot in #SRH for williamson!! #Williamson  #IPL2020 #DCvSRH',b'Mohan___Krishna',"['SRH', 'Williamson', 'IPL2020', 'DCvSRH']",slot williamson,5
506,11/9/2020 1:46,NA,"b'In #SRH ,they started at poor way by with 3 wickets for 58 runs\xf0\x9f\x91\x8e\xf0\x9f\x91\x8ebut #Williamson played very well with Good shots(67 runs 5 fours 4 sixes)with @ABDULSAMAD___1 (33 runs 2 fours 2 sixes)\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5 but not enough to chase\xf0\x9f\x91\x8e #Dream11IPL #IPL2020 #DelhiCapitals #DCvsSRH #YehHaiNayiDilli https://t.co/cDhenA7NEy'",b'AbhiRamaKrishn8',"['SRH', 'Williamson', 'Dream11IPL', 'IPL2020', 'DelhiCapitals', 'DCvsSRH', 'YehHaiNayiDilli']",started poor way wicket runsxfxfxxexfxfxxebut played well good shot run four sixeswith run four sixesxfxfxxaxfxfxxa enough chasexfxfxxe,28
507,11/9/2020 1:46,NA,"b'In bowling with #Stoinis ,another top class bowling by @KagisoRabada25 is back with a huge way by picking 4 wickets for 29 runs\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c..#Rabada picked 3 wickets in 1 over that turned the match to #DelhiCapitals \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x98\x8e #Dream11IPL #IPL2020 #YehHaiNayiDilli #DCvsSRH #DCvsMI #DCvSRH https://t.co/hMzUsHKFXw'",b'AbhiRamaKrishn8',"['Stoinis', 'Rabada', 'DelhiCapitals', 'Dream11IPL', 'IPL2020', 'YehHaiNayiDilli', 'DCvsSRH', 'DCvsMI', 'DCvSRH']",bowling another top class bowling back huge way picking wicket runsxfxfxxcxfxfxxc picked wicket turned match xfxfxxfxfxfxxfxfxfxxe,29
508,11/9/2020 1:46,NA,"b""@StarSportsIndia @DelhiCapitals And in these leap year one thing is also similar that team who won trophy 1st time that year, they also made it to final on that @IPL .and it's first time for @DelhiCapitals to made place in final.  #IPL2020 #DelhiCapitals""",b'krishkrktr',"['IPL2020', 'DelhiCapitals']",leap year one thing also similar team trophy st time year also made first time made place,37
509,11/9/2020 1:46,NA,"b'In batting with #Stoinis ,opener @SDhawan25 played superb innings (78 runs 6 fours 2 sixes)made 86 run opening with good shots\xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9 @SHetmyer played big shots(42* 4 fours 1 six)Good finish by 189 target onboard\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5 #Dream11IPL #IPL2020 #DelhiCapitals #YehHaiNayiDilli #DCvsSRH https://t.co/egqrLRK61Z'",b'AbhiRamaKrishn8',"['Stoinis', 'Dream11IPL', 'IPL2020', 'DelhiCapitals', 'YehHaiNayiDilli', 'DCvsSRH']",batting opener played superb inning run four sixesmade run opening good shotsxfxfxaxaxfxfxaxa played big shot four sixgood finish target onboardxfxfxxcxfxfxxcxfxfxxaxfxfxxa,24
510,11/9/2020 1:46,NA,b'Great Alround Performance by @DelhiCapitals by beating @SunRisers by 17 runs in #Qualifier2 \xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f...Man of the Match @MStoinis Top Class with batting(38 runs 5 fours 1 six) &amp; picked 3 wickets for 26\xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9 #Dream11IPL #IPL2020 #DelhiCapitals #YehHaiNayiDilli #DCvsSRH #Stoinis https://t.co/13cGZXz4y2',b'AbhiRamaKrishn8',"['Qualifier2', 'Dream11IPL', 'IPL2020', 'DelhiCapitals', 'YehHaiNayiDilli', 'DCvsSRH', 'Stoinis']",great alround performance beating run xfxfxxaxfxfxxaxfxfxxfxfxfxxfman match top class batting run four six picked wicket xfxfxaxaxfxfxaxa,25
511,11/9/2020 1:45,"Chennai, India",b'DC in Finals!!.. The first message of the day.. #IPL #IPL2020 #Dream11IPL',b'VasanthJVK',"['IPL', 'IPL2020', 'Dream11IPL']",dc final first message day,9
512,11/9/2020 1:45,"Chennai, India",b'@imChinmoy18 TeamEAGLE \xf0\x9f\xa6\x85        Date - 08-11-20. #IPL2020  Points table after #DC won. #SRHvDC https://t.co/1AIPs8vgXF',b'beingsaniya17',"['IPL2020', 'DC', 'SRHvDC']",teameagle xfxfxax date point table,7
513,11/9/2020 1:44,"Chennai, India","b'@SunRisers A real heart break for everyone of us @SunRisers ... Anyway it was a long and wonderful Ipl and we will be back stronger...\xf0\x9f\xa4\x9c\xf0\x9f\xa4\x9b, Yesterday, Fought like warriors #Kanemama and @ABDULSAMAD___1 ... We are proud of u no matter what.... \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f #OrangeArmy #SunrisersHyderabad #IPL2020 https://t.co/9lfYlBowgp'",b'balanagendrabab',"['Kanemama', 'OrangeArmy', 'SunrisersHyderabad', 'IPL2020']",real heart break everyone u anyway long wonderful back strongerxfxfxaxcxfxfxaxb yesterday fought like warrior proud matter xexdxaxefxbxfxexdxaxefxbxfxexdxaxefxbxf,36
514,11/9/2020 1:42,"Chennai, India",b'@joy_ebike Mumbai Indians will win  #IPLContest2020 #IPL2020  #JoyEbike  @joy_ebike   @friends4_eve  @chilled_Sup  @Gayathrimohan_  @satyapaljain_86  @SujithDifferent  @bliss_berri  @bp051t1ve_pr1ya  @SJ_0016  @AhujaSakshi13  @JayshreeMalhot6  @MunmunD77420711',b'Chandansahoo378',"['IPLContest2020', 'IPL2020', 'JoyEbike']",mumbai indian win,4
515,11/9/2020 1:42,"Chennai, India","b'#IPL2020   SRH was the mist unlucky side in the tournament. Their key players kept getting injured. Yet, they were also the most resilient. Kept coming back.'",b'amitdel1964',['IPL2020'],srh mist unlucky side tournament key player kept getting injured yet also resilient kept coming back,25
516,11/9/2020 1:41,NA,b'Delhi Capitals won their Maiden IPL Trophy #IPL2020 #DelhiCapitals #MumbaiIndians #dc vs #MI',b'Tirupat42840261',"['IPL2020', 'DelhiCapitals', 'MumbaiIndians', 'dc', 'MI']",delhi capital maiden trophy v,8
517,11/9/2020 1:40,Noida/Hyderabad/Canada/Germany,b'Ipl Trophy winners :  MI - 5 times CSK - 3 times KKR- 2 times SRH - 1 time RR - 1 time DC (Deccan Chargers) - 1 time  #IPL2020 #CSK #Yellove #WhistlePodu',b'msdian_deepak7',"['IPL2020', 'CSK', 'Yellove', 'WhistlePodu']",trophy winner mi time csk time kkr time srh time rr time dc deccan charger time,17
518,11/9/2020 1:37,NA,"b'Maiden appearance in IPL final for eight original franchises  #RR, #CSK - 2008 Deccan Chargers, RCB - 2009 #MI - 2010 #KKR - 2012 #KXIP - 2014 Delhi Daredevils/Capitals - 2020  #IPL2020 #Qualifier2'",b'TheIPLT20_Score',"['RR', 'CSK', 'MI', 'KKR', 'KXIP', 'IPL2020', 'Qualifier2']",maiden appearance eight original franchise deccan charger rcb delhi daredevilscapitals,14
519,11/9/2020 1:37,New Delhi,b'Most wickets in an IPL season  32 Dwayne Bravo (2013) #CSK 29 Kagiso Rabada (2020) #DC * 28 Lasith Malinga (2011) #MI 28 James Faulkner (2013) #RR  27 Jasprit Bumrah (2020) #MI   #Qualifier2 #IPL2020',b'TheIPLT20_Score',"['CSK', 'DC', 'MI', 'RR', 'MI', 'Qualifier2', 'IPL2020']",wicket season dwayne bravo kagiso rabada lasith malinga james faulkner jasprit bumrah,16
520,11/9/2020 1:37,NA,b'#IPL2020 |   \xe2\x80\x98Has become one of my favourites\xe2\x80\x99 - Brian Lara names six most impressive young Indian batsmen of Indian Premier League  https://t.co/DUIEaBRWXA',b'HTSportsNews',['IPL2020'],xexxhas become one favouritesxexx brian lara name six impressive young indian batsman indian premier league,19
521,11/9/2020 1:37,"Junagad, India",b'IPL: 2 big mistakes cost SRH big time  https://t.co/4m2qtKxMtc  #SRH #IPL2020 #DCvsSRH',b'teluguinnews',"['SRH', 'IPL2020', 'DCvsSRH']",big mistake cost srh big time,7
522,11/9/2020 1:36,NA,b'Go watch now  #TV3Mentor #Arnab #BBNaija #CowboysNation #Cowboys #DCvSRH #ENGENESelcaDay #furry #hammerscorecard #imacelebrity #IPL2020 #JUNGKOOK #MusicVideo #rapper #ucla #LosAngeles #funny #TikTok #DancingQueenMOMO #100MostHandsomeMen2020 #fyp #viral #Trending https://t.co/BEQplTPhwb',b'Itsonlymarshall',"['TV3Mentor', 'Arnab', 'BBNaija', 'CowboysNation', 'Cowboys', 'DCvSRH', 'ENGENESelcaDay', 'furry', 'hammerscorecard', 'imacelebrity', 'IPL2020', 'JUNGKOOK', 'MusicVideo', 'rapper', 'ucla', 'LosAngeles', 'funny', 'TikTok', 'DancingQueenMOMO', '100MostHandsomeMen2020', 'fyp', 'viral', 'Trending']",go watch,3
523,11/9/2020 1:35,"Pandharpur, India",b'First Time In Final \xf0\x9f\x91\x8c Good Luck DC Against Mighty Mumbai  Just One More Match To Win Their First Ever IPL Title \xf0\x9f\x91\x8d  #DelhiCapitals #YehHaiNayiDilli  #IPL2020 #IPLPlayoffs #IPLfinal  #MIvsDC',b'msdian_deepak7',"['DelhiCapitals', 'YehHaiNayiDilli', 'IPL2020', 'IPLPlayoffs', 'IPLfinal', 'MIvsDC']",first time xfxfxxc good luck dc mighty mumbai one match win first ever title,23
524,11/9/2020 1:35,"Mumbai, India","b""Qualifier 2. It's all over! Delhi Capitals won by 17 runs  #DCvSRH #Dream11IPL #IPL2020 https://t.co/ltub9Roxc0""",b'hidayatkhan421',"['DCvSRH', 'Dream11IPL', 'IPL2020']",qualifier delhi capital run,9
525,11/9/2020 1:35,"New Delhi, India",b'Congratulations to @mipaltan  on winning @IPL 2020. #MumbaiIndians #DelhiCapitals #MIvsDC #IPL2020 #iplseason13 #IPLinUAE  #DCvsMI #IPLfinal',b'Himansh61783110',"['MumbaiIndians', 'DelhiCapitals', 'MIvsDC', 'IPL2020', 'iplseason13', 'IPLinUAE', 'DCvsMI', 'IPLfinal']",congratulation winning,4
526,11/9/2020 1:33,"Mumbai, India",b'Congratulations to @DelhiCapitals  on winning @IPL 2020. #DelhiCapitals  #MIvsDC #IPL2020 #iplseason13 #IPLinUAE #MumbaiIndians #DCvsMI #IPLfinal',b'Himansh61783110',"['DelhiCapitals', 'MIvsDC', 'IPL2020', 'iplseason13', 'IPLinUAE', 'MumbaiIndians', 'DCvsMI', 'IPLfinal']",congratulation winning,4
527,11/9/2020 1:33,UK | USA | Singapore,"b'#IPL2020: Dhawan, Stoinis shine as Delhi beats Hyderabad to reach first final  #DCvSRH #DC #SRH https://t.co/CvW9mIV3xz'",b'sportstarweb',"['IPL2020', 'DCvSRH', 'DC', 'SRH']",dhawan stoinis shine delhi beat hyderabad reach first,11
528,11/9/2020 1:32,India ,"b""Delhi Capitals to take on Mahela Jayawardene's Mumbai Indians in the 2020 IPL Final on Tuesday in Dubai.  Delhi defeated Sunrisers Hyderabad by 17 runs in the Qualifier 2.   #IPL2020 #IPLfinal https://t.co/kj0XfHnUlx""",b'MalwanaPlus',"['IPL2020', 'IPLfinal']",delhi capital take mahela jayawardenes mumbai indian tuesday dubai delhi defeated sunrisers hyderabad run qualifier,26
529,11/9/2020 1:30,"Patel Nagar, New Delhi",b'GOOD MORNING!  #Mondaythoughts #investingnews #investing #investors #stocks #Nifty #Banknifty #StockMarket #IndianArmy #COVID19 #NASDAQ #banking #StocksToTrade #TradingView #Investment #quotes #IPL2020 #USElection #USPresidentialElections2020 https://t.co/NzBpNeafCj',b'DalalStreet5',"['Mondaythoughts', 'investingnews', 'investing', 'investors', 'stocks', 'Nifty', 'Banknifty', 'StockMarket', 'IndianArmy', 'COVID19', 'NASDAQ', 'banking', 'StocksToTrade', 'TradingView', 'Investment', 'quotes', 'IPL2020', 'USElection', 'USPresidentialElections2020']",good morning,2
